CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Norte;1;41;44;361;15;0;131
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Sudeste;105;2733;983;4844;401;0;1819
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Sul;17;1524;281;310;59;0;520
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Centro-Oeste;0;0;0;0;0;0;0
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Exterior;0;0;0;0;0;0;0
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Nordeste;0;0;0;0;0;0;0
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Norte;0;0;0;0;0;0;0
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Sudeste;0;0;0;0;0;0;52
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Sul;0;0;0;0;0;0;0
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;85
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;381
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;31
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Sudeste;0;0;0;0;0;0;1281
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;65
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Centro-Oeste;39;292;101;809;10;0;159
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Exterior;0;0;0;0;0;0;0
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Nordeste;156;2733;923;11055;26;0;650
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Norte;16;160;73;1200;15;0;65
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Sudeste;211;4631;1127;3880;46;0;1023
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Sul;15;1013;153;355;7;0;212
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Exterior;0;0;0;0;0;0;0
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Nordeste;0;2;0;0;0;0;0
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Norte;0;0;0;0;0;0;0
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Sudeste;0;0;0;0;0;0;0
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Sul;0;0;0;0;0;0;0
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Centro-Oeste;0;1;0;0;0;0;0
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Exterior;0;0;0;0;0;0;0
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Nordeste;0;0;0;0;0;0;0
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Norte;0;0;0;0;0;0;0
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Sudeste;0;0;0;0;0;0;0
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Sul;2;742;40;58;3;0;124
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Centro-Oeste;0;0;0;0;0;0;143
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Exterior;0;0;0;0;0;0;0
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Nordeste;0;0;0;0;0;0;0
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Norte;0;0;0;0;0;0;0
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Sudeste;0;0;0;0;0;0;0
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Sul;0;0;0;0;0;0;0
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;Exterior;0;10;3;0;0;0;0
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;Nordeste;0;4;0;5;0;0;0
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;Norte;0;0;0;0;0;0;0
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;Sudeste;0;419;28;129;0;0;0
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;Sul;0;0;0;0;0;0;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Exterior;0;0;0;0;0;0;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Nordeste;0;0;0;0;0;0;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Norte;0;0;0;0;0;0;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Sudeste;1;59;5;18;0;0;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Sul;0;0;0;0;0;0;0
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Centro-Oeste;0;1;1;1;0;0;0
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Exterior;0;0;0;0;0;0;0
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Nordeste;0;1;2;8;0;0;0
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Norte;0;2;1;3;0;0;14
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Sudeste;6;79;4;17;0;0;8
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Sul;0;6;0;0;0;0;0
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0;0;0;0;0
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Exterior;0;0;0;0;0;0;0
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Nordeste;0;0;0;0;0;0;0
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Norte;0;0;0;0;0;0;0
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Sudeste;0;2;0;0;0;0;0
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Sul;0;0;0;0;0;0;0
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Exterior;0;0;0;0;0;0;0
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Nordeste;0;0;0;0;0;0;0
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Norte;0;0;0;0;0;0;0
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Sudeste;2;56;9;8;1;0;0
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Sul;0;0;0;0;0;0;0
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Exterior;0;0;0;0;0;0;0
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Nordeste;0;0;0;0;0;0;0
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Norte;0;0;0;0;0;0;0
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Sudeste;13;323;134;952;1;0;268
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Sul;0;0;0;0;0;0;0
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Centro-Oeste;0;15;4;7;0;0;9
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Exterior;0;0;0;0;0;0;0
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Nordeste;0;0;0;0;0;0;0
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Norte;0;0;0;0;0;0;0
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Sudeste;4;197;34;56;1;4;25
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Sul;0;0;0;0;0;0;0
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Centro-Oeste;0;448;9;47;0;0;17
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Nordeste;5;2892;42;867;2;0;157
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Norte;5;1128;10;353;1;0;31
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Sudeste;18;7693;243;687;9;8;441
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Sul;0;468;3;2;0;1;18
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Exterior;0;0;0;0;0;0;0
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Nordeste;0;0;0;2;0;0;0
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Norte;0;0;0;0;0;0;0
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Sudeste;0;2;0;0;0;0;0
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Sul;4;598;15;50;0;0;13
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Exterior;0;0;0;0;0;0;0
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Nordeste;0;0;0;0;0;0;0
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Norte;0;0;0;0;0;0;0
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Sudeste;0;0;0;0;0;0;364
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Sul;0;0;0;0;0;0;0
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Centro-Oeste;0;0;0;0;0;0;0
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Exterior;0;0;0;0;0;0;0
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Nordeste;0;0;0;0;0;0;0
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Norte;0;0;0;0;0;0;0
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Sudeste;192;3121;4235;0;25;0;116
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Sul;0;0;0;0;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Centro-Oeste;0;0;0;0;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Exterior;0;0;0;0;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Nordeste;0;0;0;0;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Norte;0;0;0;0;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Sudeste;0;17;1;9;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Sul;0;0;0;0;0;0;0
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Centro-Oeste;0;2;0;2;0;0;16
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Exterior;0;0;0;0;0;0;0
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Nordeste;3;24;24;134;0;0;117
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Norte;0;0;0;0;0;0;0
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Sudeste;0;107;20;64;0;0;88
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Sul;0;2;0;0;0;0;0
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Centro-Oeste;1;23;6;26;0;0;3
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Exterior;0;0;0;0;0;0;194
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Nordeste;1;30;4;20;0;0;0
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Norte;0;10;3;11;0;0;5
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Sudeste;2;251;24;74;1;0;5
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Sul;1;56;3;11;0;0;2
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Centro-Oeste;7;112;47;124;1;0;65
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Exterior;0;0;0;0;0;0;0
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Nordeste;17;166;61;211;4;0;108
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Norte;0;3;1;13;0;0;5
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Sudeste;21;630;110;272;2;0;359
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Sul;3;268;29;102;1;0;87
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Centro-Oeste;0;39;9;2;0;0;54
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Exterior;0;0;0;0;0;0;0
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Nordeste;0;95;23;40;3;0;107
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Norte;0;1;5;0;4;0;0
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Sudeste;0;177;6;108;0;0;1431
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Sul;3;151;0;2;0;0;4
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0;0;0;0;0
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0;0;0
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0;0;0;0;0
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;0;0;0;0
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;0;5;1;1;0;0;0
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0;0;0;0;0
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Centro-Oeste;0;3;0;2;0;0;4
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Exterior;0;0;0;0;0;0;0
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Nordeste;0;9;5;29;0;0;4
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Norte;0;0;0;0;0;0;0
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Sudeste;19;981;183;701;2;0;71
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Sul;0;8;0;1;0;0;1
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;0
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Exterior;0;0;0;0;0;0;0
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Norte;0;0;0;0;0;0;0
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Sudeste;5;304;113;188;2;5;5
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Sul;0;0;0;0;0;0;0
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Centro-Oeste;97;1278;432;6082;118;0;1081
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Exterior;0;0;0;0;0;0;0
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Nordeste;117;599;450;17196;276;0;1685
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Norte;11;243;68;2149;62;0;2014
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Sudeste;133;10414;3482;27010;1840;0;41610
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Sul;9;7733;919;2893;555;0;10227
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Centro-Oeste;0;0;0;0;0;0;0
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Exterior;0;0;0;0;0;0;0
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Nordeste;10;108;48;311;0;0;1
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Norte;6;58;30;166;1;0;0
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Sudeste;0;0;0;0;0;0;0
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Sul;0;0;0;0;0;0;0
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Centro-Oeste;0;0;0;0;0;0;0
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Exterior;0;0;0;0;0;0;0
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Nordeste;0;0;0;0;0;0;0
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Norte;0;0;0;0;0;0;0
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Sudeste;0;0;0;0;0;0;70
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Sul;0;0;0;0;0;0;0
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Centro-Oeste;1;158;15;68;0;0;10
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Exterior;0;0;0;0;0;0;0
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Nordeste;26;1791;376;1870;6;0;47
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Norte;0;0;0;0;0;0;0
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Sudeste;110;6359;678;2579;7;47;129
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Sul;11;3036;97;209;0;0;20
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Centro-Oeste;2;5;2;12;0;0;0
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Exterior;0;0;0;0;0;0;0
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Nordeste;0;10;3;11;0;0;0
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Norte;8;72;13;111;5;0;0
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Sudeste;1;70;12;65;0;3;7
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Sul;1;15;0;0;0;0;0
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Centro-Oeste;16;233;23;176;2;0;0
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Exterior;0;21;0;1;0;71;0
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Nordeste;21;737;83;562;5;0;0
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Norte;7;209;28;274;0;2;0
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Sudeste;166;7494;632;2409;22;1;0
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Sul;11;853;35;150;3;0;0
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Centro-Oeste;0;0;0;0;0;0;0
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Exterior;0;0;0;0;0;0;0
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Nordeste;0;0;0;0;0;0;0
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Norte;0;0;0;0;0;0;0
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Sudeste;106;1930;181;484;1;0;33
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Sul;0;0;0;0;0;0;0
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Centro-Oeste;0;1;1;1;0;0;0
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Exterior;0;0;0;0;0;0;0
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Nordeste;0;6;3;5;0;0;0
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Norte;0;0;0;0;0;0;0
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Sudeste;13;265;78;204;3;90;0
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Sul;0;10;3;3;0;0;0
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Centro-Oeste;13;101;104;179;0;2;0
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Exterior;11;1861;121;64;0;21;0
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Nordeste;13;2;197;1042;0;24;0
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Norte;0;0;14;202;18;0;0
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Sudeste;98;2653;340;1138;0;70;0
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Sul;26;496;93;43;0;8;0
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Centro-Oeste;0;0;0;0;0;0;0
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Exterior;0;0;0;0;0;0;0
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Nordeste;0;0;0;0;0;0;0
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Norte;0;0;0;0;0;0;0
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sudeste;0;0;0;0;0;0;823
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sul;0;0;0;0;0;0;0
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;Centro-Oeste;0;1;0;0;0;0;2
