CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sul;0;178;7;12;0;0;6
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Exterior;0;0;0;0;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Nordeste;0;0;0;0;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Norte;0;0;0;0;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sudeste;0;94;8;24;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sul;0;0;0;0;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Exterior;0;0;0;0;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Nordeste;0;0;0;0;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Norte;0;0;0;0;0;0;18
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Sudeste;0;49;9;4;0;0;1708
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Sul;0;0;0;0;0;0;57
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;1;0;1;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0;3;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;1;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;0;41;8;35;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;3;1;2;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Exterior;0;0;0;0;0;0;272
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Nordeste;153;1863;824;8270;18;0;408
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Norte;0;0;0;0;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Sudeste;50;1190;310;2519;4;0;254
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Sul;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Exterior;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Nordeste;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Norte;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Sudeste;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Sul;0;0;0;0;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Centro-Oeste;0;4;1;1;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Exterior;0;0;0;0;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Nordeste;0;9;1;2;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Norte;2;1;0;1;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sudeste;7;343;54;100;3;0;3
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sul;0;14;0;2;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Exterior;0;0;0;0;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Nordeste;5;1668;288;1001;12;0;4
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Norte;0;0;0;0;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Sudeste;1;68;14;45;5;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Sul;0;0;0;0;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Exterior;3;250;240;6;0;27;8784
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Nordeste;0;0;0;0;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Norte;0;0;0;0;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Sudeste;46;6300;488;1176;4;0;137
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Sul;0;0;0;0;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Exterior;0;0;0;0;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Nordeste;0;0;3;0;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Norte;0;0;0;0;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Sudeste;0;2;1;5;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Sul;0;0;0;0;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Centro-Oeste;2;11;1;8;0;0;2
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Exterior;0;0;0;0;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Nordeste;0;32;7;27;1;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Norte;0;11;1;5;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Sudeste;43;776;87;242;1;0;10
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Sul;0;20;2;2;0;0;0
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Centro-Oeste;13;140;60;274;3;0;10
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Exterior;0;0;0;0;0;0;0
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Nordeste;16;329;201;695;1;0;7
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Norte;3;135;40;386;4;0;2
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Sudeste;51;1849;501;1783;13;0;56
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Sul;5;501;94;238;2;0;6
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Centro-Oeste;3;186;10;49;1;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Exterior;0;0;0;0;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Nordeste;9;471;17;182;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Norte;0;108;4;44;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Sudeste;57;3468;305;1106;8;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Sul;1;494;3;36;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Exterior;0;0;0;0;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Nordeste;0;1;1;0;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Norte;0;0;0;0;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Sudeste;1;56;13;19;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Sul;0;0;0;0;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Exterior;0;0;0;0;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Nordeste;0;0;0;0;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Norte;0;0;0;0;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Sudeste;0;333;15;29;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Sul;0;0;0;0;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Centro-Oeste;0;0;0;0;0;72;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Exterior;0;0;0;0;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Nordeste;0;0;0;0;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Norte;0;0;0;0;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Sudeste;0;0;0;0;0;5528;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Sul;0;0;0;0;0;15;0
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Centro-Oeste;126;502;146;556;6;0;3270
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Exterior;0;0;0;0;0;0;0
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Nordeste;73;333;161;404;8;0;7113
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Norte;0;0;0;0;0;0;0
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Sudeste;638;6353;1460;3212;60;0;22275
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Sul;42;611;42;112;3;0;2827
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Centro-Oeste;0;0;0;0;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Exterior;0;0;0;0;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Nordeste;0;0;0;0;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Norte;0;0;0;0;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Sudeste;5;70;0;4;0;0;1
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Sul;0;0;0;0;0;0;0
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;2
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Sudeste;0;0;0;0;0;0;0
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;0
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Centro-Oeste;78;1100;372;1178;20;0;2316
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Exterior;0;0;0;0;0;0;0
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Nordeste;120;1688;638;2112;33;0;3000
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Norte;25;317;133;346;6;0;791
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Sudeste;524;8502;2596;7264;104;0;14295
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Sul;92;1505;394;1098;20;0;2372
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Centro-Oeste;0;0;0;0;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Exterior;0;0;0;0;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Nordeste;0;0;0;0;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Norte;0;0;0;0;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Sudeste;15;826;53;190;0;0;10
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Sul;0;0;0;0;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Centro-Oeste;0;2;0;0;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Exterior;0;0;0;1;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Nordeste;0;5;1;4;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Norte;0;1;0;0;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Sudeste;11;96;15;18;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Sul;2;2;0;0;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Centro-Oeste;0;0;0;0;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Exterior;0;0;0;0;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Nordeste;0;0;0;0;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Norte;0;0;0;0;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Sudeste;3;123;11;36;0;0;133
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Sul;0;5;0;0;0;0;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Centro-Oeste;2;59;4;36;0;0;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Exterior;0;0;0;0;0;0;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Nordeste;2;78;10;48;0;0;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Norte;1;9;4;19;0;0;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Sudeste;57;2098;192;609;1;23;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Sul;0;154;5;17;1;3;0
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Centro-Oeste;1;139;17;116;2;0;2
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Exterior;0;0;0;0;0;0;0
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Nordeste;4;73;15;172;1;0;0
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Norte;0;0;0;0;0;0;0
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Sudeste;11;731;100;422;0;0;0
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Sul;1;148;24;29;1;0;0
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Centro-Oeste;8;272;54;167;0;0;19
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Exterior;0;0;0;0;0;0;0
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Nordeste;2;86;9;579;0;0;1
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Norte;0;0;0;0;0;0;0
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Sudeste;34;3157;194;1074;0;0;145
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Sul;11;1293;23;95;2;0;1
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Centro-Oeste;0;0;0;0;0;0;112
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Exterior;0;0;0;0;0;0;0
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Nordeste;0;0;0;0;0;0;25
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Norte;0;0;0;0;0;0;4
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Sudeste;0;0;0;0;0;0;322
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Sul;0;0;0;0;0;0;79
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Centro-Oeste;0;0;0;1;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Exterior;0;0;0;0;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Nordeste;0;2;1;7;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Norte;0;1;0;0;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Sudeste;3;67;3;17;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Sul;0;1;0;0;0;0;0
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Centro-Oeste;0;0;0;0;0;0;4143
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Exterior;0;0;0;0;0;0;10397
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Nordeste;0;0;0;0;0;0;102
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Norte;0;0;0;0;0;0;2767
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Sudeste;0;0;0;0;0;0;5788
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Sul;0;0;0;0;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Centro-Oeste;0;0;0;0;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Exterior;0;0;0;0;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Nordeste;0;0;0;0;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Norte;0;0;0;0;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Sudeste;36;2039;2100;0;4;0;144
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Sul;0;0;0;0;0;0;0
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Centro-Oeste;3;69;32;108;0;0;3
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Exterior;0;1;0;0;0;0;0
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Nordeste;49;174;359;502;3;0;0
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Norte;0;0;0;0;0;0;0
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Sudeste;39;1052;400;1027;5;0;34
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Sul;2;233;72;76;0;0;1
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Centro-Oeste;0;1;0;1;0;0;0
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Exterior;0;0;0;0;0;0;0
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Nordeste;0;1;0;3;0;0;0
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Norte;0;14;4;57;1;0;18
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Sudeste;34;2083;574;2103;2;0;90
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Sul;0;355;40;15;0;0;2
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Centro-Oeste;271;3183;1447;6874;84;14;20
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Exterior;0;0;0;0;0;0;0
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Nordeste;575;8809;5802;21080;197;40;98
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Norte;106;1224;556;5058;73;4;2
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Sudeste;904;30300;9760;30099;346;42;116
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Sul;188;14813;2844;5191;144;4;85
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Centro-Oeste;5;145;30;144;0;4;0
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Exterior;0;0;0;0;0;0;0
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Nordeste;0;43;10;140;0;0;0
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Norte;0;0;0;0;0;0;0
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Sudeste;2;305;24;195;0;3;0
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Sul;4;465;12;140;2;3;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Centro-Oeste;0;20;5;12;0;0;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Exterior;0;0;0;0;0;0;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Nordeste;0;11;2;1;0;0;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Norte;0;0;0;0;0;0;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Sudeste;1;13;0;3;0;1;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Sul;196;4829;174;575;8;24;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Centro-Oeste;0;0;0;0;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Exterior;0;0;0;0;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Nordeste;0;0;0;0;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Norte;0;0;0;0;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Sudeste;0;0;0;0;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Sul;38;1482;80;190;2;9;0
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0;0;0;0;9055
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0;0;0
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0;0;0;0;3548
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;0;0;0;944
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;0;0;0;0;0;0;6058
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0;0;0;0;3967
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;Centro-Oeste;0;0;0;0;0;0;0
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;Exterior;0;0;0;0;0;0;0
